Count,Accel.X,Accel.Y,Accel.Z,Gyro.X,Gyro.Y,Gyro.Z
489,-0.0135,-0.062,1.0563,0.7758,-0.3252,-0.0217
490,-0.0267,-0.0458,1.0516,0.773,-0.1521,0.0045
491,-0.0259,-0.037,0.9973,0.8875,-0.1076,-0.0379
492,-0.0809,0.1488,1.1483,0.6667,-0.1816,-0.0403
493,-0.0166,0.0078,1.087,-0.1461,-0.0091,-0.0381
494,-0.0353,0.0112,1.0793,-0.0872,0.0356,0.0071
495,-0.0242,-0.0361,1.0283,0.0154,-0.0068,-0.0222
496,-0.0269,0.0591,1.0355,0.0158,0.0001,-0.1632
497,-0.028,0.0161,1.037,0.0072,-0.0043,-0.0254
498,-0.026,0.0129,1.0391,0.0032,-0.0001,-0.0083
499,-0.0327,0.0065,1.03,0.0055,-0.0013,-0.0055
500,-0.0282,0.0151,1.0375,0.0069,-0.0043,-0.0027
501,-0.0312,0.0088,1.0339,0.0132,-0.0024,-0.0031
502,-0.028,0.01,1.0397,0.0161,-0.0012,-0.002
503,-0.0288,0.0109,1.0361,0.0057,0.0008,-0.0029
504,-0.0304,0.0126,1.0321,0.0068,-0.0015,-0.0003
505,-0.0299,0.0121,1.0365,0.0137,-0.0063,-0.0041
506,-0.028,0.0084,1.0374,0.014,-0.0037,-0.0028
507,-0.0292,0.0096,1.0345,0.0107,-0.0027,-0.0016
508,-0.0289,0.0126,1.0356,0.0071,-0.0028,-0.0019
509,-0.0289,0.006,1.0347,0.0077,-0.0035,-0.0016
510,-0.0283,0.0116,1.0389,0.015,-0.0052,-0.0015
511,-0.0281,0.0126,1.037,0.0117,0.0001,-0.0019
512,-0.0273,0.0088,1.0375,0.0063,-0.0011,-0.0013
513,-0.0288,0.0095,1.0361,0.0117,-0.0031,-0.002
514,-0.0267,0.012,1.0405,0.0109,-0.0037,-0.0017
515,-0.0277,0.0087,1.0377,0.0126,-0.0009,-0.0021
516,-0.0282,0.0109,1.0382,0.0069,-0.0035,-0.0005
517,-0.0303,0.0089,1.0358,0.012,-0.0047,-0.0033
518,-0.0264,0.0103,1.0354,0.0097,-0.0016,-0.0008
519,-0.03,0.009,1.0356,0.008,-0.0017,-0.0013
520,-0.0284,0.009,1.0388,0.0088,-0.0033,-0.0017
521,-0.0277,0.0089,1.042,0.0105,-0.0056,-0.0009
522,-0.0287,0.0082,1.0388,0.0076,-0.0031,-0.0017
523,-0.0291,0.0133,1.0388,0.0128,-0.0017,-0.0004
524,-0.0298,0.0074,1.0398,0.0101,-0.0031,-0.0004
525,-0.0264,0.0067,1.0361,0.0069,-0.0035,-0.0003
526,-0.028,0.0077,1.0382,0.0091,-0.0045,0.0004
527,-0.0276,0.0083,1.0359,0.0097,-0.0019,-0.0023
528,-0.031,0.0099,1.036,0.0085,-0.0005,-0.0027
529,-0.0272,0.0092,1.037,0.0097,-0.0016,-0.0005
530,-0.0262,0.0074,1.0409,0.0101,-0.0012,-0.0023
531,-0.0282,0.0121,1.0402,0.0037,-0.004,-0.0004
532,-0.0283,0.0079,1.0342,0.0017,-0.004,-0.0029
533,-0.0243,0.0072,1.0382,0.0111,-0.0052,-0.0029
534,-0.0327,0.0061,1.04,0.012,-0.0051,-0.0048
535,-0.03,0.0099,1.0393,0.0123,-0.0024,-0.0017
536,-0.0289,0.0067,1.0388,0.0096,-0.0017,-0.0023
537,-0.0253,0.0084,1.0415,0.0077,-0.0027,-0.004
538,-0.0297,0.0066,1.0338,0.01,-0.0011,-0.0033
539,-0.0291,0.0085,1.0442,0.013,-0.0045,-0.0031
540,-0.0286,0.0096,1.0378,0.0138,-0.0051,-0.0023
541,-0.0299,0.0084,1.0391,0.0093,-0.0005,-0.0036
542,-0.0281,0.0033,1.0374,0.0084,0.0017,-0.0071
543,-0.0248,0.0076,1.0366,0.0107,-0.0045,-0.0077
544,-0.0305,0.0083,1.0343,0.0097,-0.0021,0.0023
545,-0.0283,0.0073,1.0371,0.0101,-0.0029,0.0005
546,-0.0286,0.0085,1.037,0.0137,-0.002,-0.0012
547,-0.0282,0.0121,1.0377,0.0109,-0.0031,-0.0029
548,-0.027,0.0074,1.0348,0.0065,-0.0033,0.0004
549,-0.0277,0.0107,1.032,0.0158,-0.0013,0.0007
550,-0.0374,0.0184,1.0442,0.0198,-0.0001,0.0064
551,-0.0294,0.0115,1.037,0.0056,-0.0039,-0.0001
552,-0.0443,0.012,1.0383,0.0196,-0.0097,0.0702
553,-0.0485,0.0304,1.0699,-0.0505,-0.0144,0.0121
554,0.0129,-0.0065,1.0721,-0.1507,-0.0426,0.0241
555,-0.0305,0.009,1.0582,0.1252,-0.1486,0.0624
556,0.0054,-0.0425,1.0452,0.2831,-0.2308,0.1221
557,0.0028,0.0115,1.1038,0.3479,-0.2612,0.1407
558,0.0081,0.0062,1.1066,0.3551,-0.2174,0.1121
559,-0.0122,0.0145,1.0989,0.4439,-0.0325,0.0462
560,-0.0173,0.0524,1.0452,0.5891,0.0541,0.0601
